"#","Game","Release date","Price","Userscore (Metascore)","Owners","Playtime (Median)"
"61","Waking Mars","Dec 13, 2012","$9.99","90% (79%)","171,739 ±10,583","05:26 (00:57)"
"110","They Bleed Pixels","Aug 29, 2012","$9.99","89% (74%)","171,739 ±10,583","04:16 (01:47)"
"67","Chaos on Deponia","Nov 6, 2012","$2.99","93% (78%)","170,714 ±10,551","10:22 (07:20)"
"131","Ridge Racer Unbounded","Mar 29, 2012","$9.99","N/A (72%)","169,688 ±10,519","05:17 (01:13)"
"333","Port Royale 3","May 4, 2012","$19.99","N/A (N/A)","166,271 ±10,413","12:39 (03:34)"
"210","You Need A Budget 4 (YNAB)","Dec 19, 2012","$59.99","93% (N/A)","164,733 ±10,365","78:43 (03:48)"
"93","The Dark Eye: Chains of Satinav","Jun 22, 2012","$0.99","89% (75%)","164,220 ±10,349","07:22 (05:13)"
"270","Hack, Slash, Loot","Apr 5, 2012","$6.99","48% (N/A)","162,682 ±10,300","03:29 (01:12)"
"286","Sonic CD","Jan 19, 2012","$4.99","93% (N/A)","161,657 ±10,268","02:00 (00:33)"
"52","LEGO Harry Potter: Years 5-7","Jan 5, 2012","$19.99","N/A (80%)","160,290 ±10,224","12:50 (04:34)"
"199","Cortex Command","Sep 28, 2012","$19.99","79% (44%)","158,923 ±10,180","08:16 (01:38)"
"292","Dynamite Jack","May 10, 2012","$9.99","N/A (N/A)","158,581 ±10,170","01:07 (00:13)"
"310","Transformers: Fall of Cybertron","Aug 20, 2012","$24.99","95% (N/A)","156,872 ±10,115","24:16 (08:22)"
"104","King's Bounty: Warriors of the North","Oct 25, 2012","$14.99","N/A (74%)","156,189 ±10,093","55:04 (15:20)"
"301","Fieldrunners","May 24, 2012","$4.99","N/A (N/A)","155,676 ±10,076","04:54 (01:12)"
"325","Spirits","Sep 4, 2012","$9.99","N/A (N/A)","151,404 ±9,937","01:39 (00:27)"
"354","Atlantica","Jun 29, 2012","Free","N/A (N/A)","150,720 ±9,914","148:32 (01:11)"
"158","Sword of the Stars II: Enhanced Edition","Nov 30, 2012","$19.99","N/A (65%)","150,549 ±9,909","33:44 (01:35)"
"369","SONIC THE HEDGEHOG 4 Episode I","Jan 19, 2012","$9.99","53% (N/A)","150,208 ±9,898","03:28 (00:45)"
"295","Kung Fu Strike: The Warrior's Rise","Jul 24, 2012","$9.99","80% (N/A)","148,328 ±9,835","03:08 (00:50)"
"27","Tales from Space: Mutant Blobs Attack","Aug 15, 2012","$7.99","N/A (83%)","144,739 ±9,716","02:26 (01:48)"
"211","Zombie Driver HD","Oct 17, 2012","$9.99","87% (N/A)","143,543 ±9,676","05:07 (01:23)"
"169","Analogue: A Hate Story","Apr 27, 2012","$9.99","94% (62%)","139,100 ±9,525","06:18 (02:39)"
"154","King Arthur II - The Role-playing Wargame","Jan 27, 2012","$5.99","N/A (66%)","137,562 ±9,472","10:19 (01:48)"
"269","Titan Attacks","Feb 3, 2012","$9.99","91% (N/A)","135,170 ±9,389","02:47 (01:35)"
"188","SONIC THE HEDGEHOG 4 Episode II","May 15, 2012","$14.99","N/A (54%)","132,948 ±9,312","05:13 (00:59)"
"126","Ys: The Oath in Felghana","Mar 19, 2012","$14.99","95% (73%)","132,436 ±9,294","07:25 (02:50)"
"51","The Blackwell Legacy","Jan 13, 2012","$4.99","89% (80%)","130,556 ±9,228","02:49 (02:16)"
"312","Snuggle Truck","Feb 3, 2012","$4.99","N/A (N/A)","124,233 ±9,002","04:08 (00:35)"
"368","The Amazing Spider-Man","Sep 25, 2012","$39.99","76% (N/A)","122,524 ±8,940","13:18 (06:09)"
"207","Cargo Commander","Nov 1, 2012","$9.99","85% (N/A)","121,841 ±8,915","02:54 (01:19)"
"145","Of Orcs And Men","Oct 11, 2012","$29.99","71% (69%)","120,474 ±8,864","05:48 (01:36)"
"307","Lunar Flight","Apr 10, 2012","$9.99","N/A (N/A)","119,107 ±8,814","02:18 (00:54)"
"208","Puddle","Nov 9, 2012","$7.99","N/A (N/A)","118,594 ±8,795","01:49 (00:51)"
"164","Jagged Alliance: Crossfire","Aug 24, 2012","$19.99","N/A (63%)","116,202 ±8,706","39:26 (02:28)"
"26","Galactic Civilizations I: Ultimate Edition","Aug 14, 2012","$9.99","N/A (83%)","113,809 ±8,616","05:40 (00:36)"
"345","Painkiller: Recurring Evil","Feb 29, 2012","$9.99","N/A (N/A)","113,809 ±8,616","02:17 (00:36)"
"365","Planets Under Attack","Sep 27, 2012","$9.99","N/A (N/A)","113,467 ±8,603","02:38 (00:57)"
"236","Blackwell Unbound","Jan 13, 2012","$4.99","N/A (N/A)","111,417 ±8,525","02:23 (01:45)"
"326","Air Conflicts: Pacific Carriers","Sep 21, 2012","$7.49","N/A (N/A)","110,904 ±8,505","05:23 (00:52)"
"234","Fortune Summoners: Secret of the Elemental Stone","Jan 30, 2012","$19.99","N/A (N/A)","110,562 ±8,492","20:20 (01:24)"
"361","Blackwell Convergence","Jan 13, 2012","$4.99","N/A (N/A)","110,562 ±8,492","02:42 (02:08)"
"74","The Dream Machine","May 11, 2012","$4.99","N/A (77%)","109,366 ±8,446","04:07 (02:13)"
"59","Street Fighter X Tekken","May 11, 2012","$29.99","71% (79%)","107,999 ±8,393","13:00 (03:54)"
"181","Men of War: Condemned Heroes","Apr 12, 2012","$9.99","N/A (57%)","106,119 ±8,320","11:58 (02:01)"
"376","Shoot Many Robots","Apr 6, 2012","$9.99","91% (N/A)","104,752 ±8,266","09:33 (05:09)"
"103","Iron Brigade","Aug 13, 2012","$14.99","N/A (75%)","104,581 ±8,259","07:00 (03:10)"
"66","Fallen Enchantress","Oct 23, 2012","$19.99","N/A (78%)","104,240 ±8,246","25:35 (09:29)"
"84","Miasmata","Nov 28, 2012","$14.99","82% (76%)","104,069 ±8,239","02:35 (01:00)"
"263","Dogfight 1942","Sep 21, 2012","$9.99","N/A (N/A)","103,898 ±8,232","04:13 (01:23)"
"300","Tony Hawk's Pro Skater HD","Sep 18, 2012","$9.99","64% (N/A)","102,702 ±8,185","06:24 (02:05)"
"173","A Game of Dwarves","Oct 23, 2012","$9.99","N/A (60%)","100,138 ±8,082","12:03 (04:43)"
"5","NBA 2K13","Oct 30, 2012","$29.99","N/A (90%)","97,746 ±7,985","88:26 (20:56)"
"48","FLY'N","Nov 9, 2012","$9.99","N/A (80%)","96,037 ±7,915","02:34 (00:59)"
"113","Stellar Impact","Apr 12, 2012","$9.99","N/A (74%)","96,037 ±7,915","07:39 (02:09)"
"11","Thirty Flights of Loving","Aug 20, 2012","$4.99","65% (88%)","95,524 ±7,894","00:50 (00:29)"
"24","GT Legends","Nov 28, 2012","$7.99","N/A (84%)","92,449 ±7,766","00:55 (00:01)"
"140","Evochron Mercenary","Jan 16, 2012","$24.99","N/A (70%)","85,784 ±7,481","07:52 (01:50)"
"290","Party of Sin","Dec 13, 2012","$9.99","N/A (N/A)","85,271 ±7,458","02:11 (01:25)"
"88","Avernum: Escape From the Pit","Apr 11, 2012","$1.99","N/A (76%)","84,930 ±7,443","20:48 (04:15)"
"189","The Political Machine 2012","Jul 31, 2012","$3.99","N/A (54%)","84,930 ±7,443","04:16 (01:42)"
"123","Blackwell Deception","Jan 13, 2012","$9.99","N/A (73%)","83,733 ±7,391","03:20 (02:12)"
"125","Crusader Kings Complete","Feb 14, 2012","$9.99","N/A (73%)","83,563 ±7,383","03:31 (00:28)"
"371","Death Rally","Aug 3, 2012","$9.99","N/A (N/A)","82,879 ±7,353","05:01 (02:15)"
"271","GTR 2 - FIA GT Racing Game","Dec 12, 2012","$7.99","N/A (N/A)","78,607 ±7,161","01:41 (00:01)"
"171","Dream Pinball 3D","Sep 19, 2012","$6.99","N/A (61%)","77,069 ±7,090","00:57 (00:11)"
"246","Jagged Alliance 2 - Wildfire","Nov 16, 2012","$6.99","N/A (N/A)","77,069 ±7,090","05:33 (01:04)"
"191","Miner Wars 2081","Nov 28, 2012","$9.99","N/A (52%)","76,898 ±7,083","02:17 (00:40)"
"22","Unity of Command","Oct 17, 2012","$3.99","N/A (84%)","75,702 ±7,027","16:29 (03:01)"
"358","Containment: The Zombie Puzzler","Mar 2, 2012","$4.99","N/A (N/A)","74,335 ±6,964","01:47 (00:39)"
"118","The Book of Unwritten Tales: The Critter Chronicles","Dec 5, 2012","$19.99","N/A (73%)","74,164 ±6,956","06:08 (05:53)"
"344","Rune Classic","Jun 13, 2012","$9.99","N/A (N/A)","73,651 ±6,932","05:13 (01:10)"
"280","Magical Diary","May 31, 2012","$14.99","89% (N/A)","73,480 ±6,923","06:59 (03:45)"
"336","Tsukumogami","May 31, 2012","Free","N/A (N/A)","72,797 ±6,891","03:03 (00:01)"
"65","Condemned: Criminal Origins","Oct 29, 2012","$14.95","N/A (78%)","71,259 ±6,818","02:28 (01:12)"
"302","Avernum 6","May 11, 2012","$4.99","N/A (N/A)","70,746 ±6,793","08:26 (00:54)"
"248","Avernum 4","May 11, 2012","$4.99","N/A (N/A)","69,208 ±6,719","13:37 (00:57)"
"117","Unstoppable Gorg","Jan 19, 2012","$9.99","N/A (73%)","69,037 ±6,711","02:51 (00:45)"
"130","Primordia","Dec 5, 2012","$9.99","97% (72%)","68,012 ±6,661","04:31 (03:26)"
"341","Avernum 5","May 11, 2012","$4.99","N/A (N/A)","68,012 ±6,661","11:51 (00:35)"
"196","Resident Evil: Operation Raccoon City","May 18, 2012","$29.99","57% (48%)","67,329 ±6,627","08:33 (03:27)"
"160","Naval War: Arctic Circle","Apr 10, 2012","$19.99","N/A (64%)","66,132 ±6,568","07:17 (01:27)"
"107","Unmechanical","Aug 8, 2012","$9.99","N/A (74%)","65,620 ±6,543","02:50 (01:42)"
"243","GTR - FIA GT Racing Game","Sep 25, 2012","$6.99","N/A (N/A)","63,911 ±6,457","01:42 (00:20)"
"143","Gratuitous Tank Battles","May 17, 2012","$9.99","N/A (69%)","63,740 ±6,448","02:48 (00:47)"
"186","Iron Front : Liberation 1944","May 25, 2012","$24.99","N/A (55%)","63,569 ±6,440","14:52 (04:22)"
"182","SOL: Exodus","Jan 25, 2012","$7.99","N/A (57%)","61,518 ±6,335","01:55 (00:52)"
"252","Iron Sky Invasion","Dec 13, 2012","$19.99","N/A (N/A)","61,518 ±6,335","02:27 (00:44)"
"309","Bang Bang Racing","Jun 8, 2012","$9.99","N/A (N/A)","60,835 ±6,300","01:20 (00:24)"
"58","Noitu Love 2 Devolution","Apr 23, 2012","$4.99","N/A (80%)","60,151 ±6,264","01:45 (01:02)"
"225","Arena Wars 2","Oct 12, 2012","$3.99","N/A (N/A)","59,810 ±6,246","00:50 (00:22)"
"287","iBomber Attack","Nov 1, 2012","$5.99","N/A (N/A)","59,297 ±6,220","02:59 (00:28)"
"203","Postal 3","Feb 17, 2012","$19.99","40% (24%)","58,613 ±6,184","04:18 (02:15)"
"167","F1 Race Stars","Nov 13, 2012","$14.99","N/A (62%)","56,221 ±6,056","04:20 (01:41)"
"183","Tiny Troopers","Aug 24, 2012","$4.99","N/A (57%)","53,487 ±5,907","02:18 (00:49)"
"322","Auditorium","Feb 28, 2012","$6.99","N/A (N/A)","53,487 ±5,907","01:04 (00:28)"
"198","Starpoint Gemini","Feb 16, 2012","$13.99","N/A (46%)","52,803 ±5,869","05:12 (00:56)"
"362","Yesterday","Mar 22, 2012","$9.99","N/A (N/A)","51,949 ±5,822","05:35 (03:55)"
"82","Resonance","Jul 25, 2012","$9.99","N/A (76%)","50,069 ±5,715","06:29 (02:53)"
"291","BIT.TRIP CORE","Oct 2, 2012","$9.99","N/A (N/A)","49,557 ±5,686","01:08 (00:27)"
"224","Nethergate: Resurrection","Oct 5, 2012","$4.99","N/A (N/A)","48,360 ±5,617","02:54 (00:19)"
"373","Foreign Legion: Multi Massacre","Jul 9, 2012","$6.99","N/A (N/A)","47,506 ±5,567","01:29 (00:38)"
"239","Triple Town","Dec 6, 2012","$9.99","N/A (N/A)","47,164 ±5,547","16:54 (04:38)"
"288","WARP","Mar 21, 2012","$9.99","N/A (N/A)","46,651 ±5,517","03:25 (01:33)"
"180","Defenders of Ardania","Mar 14, 2012","$9.99","N/A (58%)","45,114 ±5,425","02:35 (00:39)"
"244","Scoregasm","Feb 8, 2012","$4.99","N/A (N/A)","44,772 ±5,405","00:55 (00:16)"
"215","Storm in a Teacup","Jan 19, 2012","$4.99","N/A (N/A)","44,430 ±5,384","13:57 (00:13)"
"343","Sugar Cube: Bittersweet Factory","Nov 7, 2012","$6.99","N/A (N/A)","43,746 ±5,342","01:30 (00:57)"
"121","MacGuffin's Curse","Apr 19, 2012","$9.99","N/A (73%)","43,576 ±5,332","12:07 (01:36)"
"219","BIT.TRIP VOID","Dec 19, 2012","$9.99","N/A (N/A)","43,405 ±5,321","01:09 (00:55)"
"351","Democracy 2","Oct 11, 2012","$19.99","N/A (N/A)","43,234 ±5,311","04:10 (01:34)"
"227","Insane 2","Jan 24, 2012","$19.99","N/A (N/A)","42,721 ±5,279","03:00 (00:44)"
"226","Call of Duty: Black Ops - OSX","Sep 27, 2012","$39.99","N/A (N/A)","41,696 ±5,216","09:23 (04:08)"
"204","Gettysburg: Armored Warfare","Mar 27, 2012","$9.99","N/A (22%)","41,012 ±5,173","01:08 (00:25)"
"363","Conquest of Elysium 3","Oct 24, 2012","$9.99","N/A (N/A)","40,841 ±5,162","12:40 (02:31)"
"221","1000 Amps","Feb 22, 2012","$4.99","N/A (N/A)","39,987 ±5,108","02:09 (00:28)"
"356","Critter Crunch","Sep 11, 2012","$6.99","N/A (N/A)","39,816 ±5,097","13:00 (01:05)"
"133","Gateways","Sep 13, 2012","$4.99","N/A (72%)","39,133 ±5,053","13:04 (00:58)"
"53","Myst V","Mar 16, 2012","$9.99","N/A (80%)","37,765 ±4,964","04:26 (02:05)"
"335","Hamlet or the last game without MMORPG features, shaders and product placement","Oct 22, 2012","$0.74","N/A (N/A)","37,765 ±4,964","02:05 (01:39)"
"159","Choplifter HD","Jan 11, 2012","$9.99","N/A (65%)","35,886 ±4,839","03:48 (01:07)"
"195","Cannon Fodder 3","Aug 6, 2012","$19.99","N/A (49%)","35,373 ±4,804","14:28 (00:27)"
"281","Dungeonbowl Knockout Edition","Jul 2, 2012","$14.99","N/A (N/A)","35,373 ±4,804","04:05 (00:26)"
"266","Alien Shooter 2 Conscription","May 18, 2012","$9.99","N/A (N/A)","34,348 ±4,734","02:33 (01:26)"
"190","Gemini Wars","Nov 2, 2012","$2.99","N/A (53%)","33,322 ±4,663","04:01 (01:20)"
"352","Garshasp: Temple of the Dragon","Sep 24, 2012","$4.99","N/A (N/A)","33,322 ±4,663","00:37 (00:18)"
"274","Inversion","Jul 26, 2012","$9.99","N/A (N/A)","32,810 ±4,627","06:32 (02:21)"
"197","Karateka","Dec 3, 2012","$9.99","N/A (48%)","32,639 ±4,615","00:53 (00:37)"
"238","Dead Hungry Diner","May 16, 2012","$6.99","N/A (N/A)","32,297 ±4,590","01:46 (00:56)"
"289","3SwitcheD","Mar 29, 2012","$9.99","N/A (N/A)","32,126 ±4,578","01:26 (00:14)"
"218","New Star Soccer 5","Sep 27, 2012","$14.99","N/A (N/A)","31,955 ±4,566","13:24 (05:11)"
"273","Crazy Machines Elements","Feb 10, 2012","$9.99","N/A (N/A)","31,785 ±4,554","03:27 (01:35)"
"311","Sherlock Holmes and The Hound of The Baskervilles","Apr 23, 2012","$9.99","N/A (N/A)","31,272 ±4,517","04:47 (04:39)"
"251","Jane's Advanced Strike Fighters","Mar 8, 2012","$9.99","N/A (N/A)","30,417 ±4,455","04:16 (00:53)"
"148","Shad'O","Sep 4, 2012","$9.99","N/A (68%)","30,247 ±4,442","02:42 (01:02)"
"175","Fireburst","Apr 25, 2012","$9.99","N/A (59%)","29,734 ±4,404","02:31 (00:28)"
"375","AVSEQ","Aug 23, 2012","$1.99","N/A (N/A)","28,879 ±4,341","00:18 (00:12)"
"364","Pole Position 2012","Apr 26, 2012","$19.99","N/A (N/A)","28,538 ±4,315","09:14 (02:23)"
"306","Miner Wars Arena","Aug 28, 2012","$4.99","N/A (N/A)","27,854 ±4,263","00:15 (00:10)"
"347","Mutant Storm Reloaded","Mar 21, 2012","$4.99","N/A (N/A)","27,512 ±4,237","00:50 (00:17)"
"359","AZMD! Scorepocalypse","Apr 19, 2012","$4.99","N/A (N/A)","27,000 ±4,197","04:52 (00:41)"
"247","Roller Coaster Rampage","Jun 19, 2012","$9.99","N/A (N/A)","25,804 ±4,103","01:28 (00:22)"
"339","Monopoly","Nov 30, 2012","$9.99","N/A (N/A)","25,633 ±4,089","10:15 (04:18)"
"220","Fowl Space","Mar 21, 2012","$4.99","N/A (N/A)","25,291 ±4,062","02:08 (00:14)"
"329","Magical Drop V","Nov 15, 2012","$0.99","N/A (N/A)","24,778 ±4,021","02:39 (00:56)"
"237","Luxor Evolved","Mar 1, 2012","$9.99","N/A (N/A)","23,924 ±3,951","05:34 (01:51)"
"303","Pickers","Feb 22, 2012","$9.99","N/A (N/A)","23,924 ±3,951","06:41 (03:42)"
"318","Babel Rising","Aug 7, 2012","$9.99","N/A (N/A)","23,924 ±3,951","00:56 (00:40)"
"355","Midnight Mysteries 4: Haunted Houdini","Mar 28, 2012","$9.99","N/A (N/A)","22,728 ±3,851","07:24 (06:03)"
"374","Doctor Who: The Eternity Clock","Nov 15, 2012","$9.99","N/A (N/A)","22,728 ±3,851","04:50 (03:03)"
"155","Memento Mori","Nov 9, 2012","$12.99","N/A (66%)","22,215 ±3,807","06:47 (06:02)"
"170","Pineapple Smash Crew","Feb 2, 2012","$9.99","N/A (62%)","22,215 ±3,807","01:24 (00:54)"
"304","Pro Cycling Manager 2012","Jun 22, 2012","$9.99","N/A (N/A)","22,215 ±3,807","53:13 (15:10)"
"324","Test Drive: Ferrari Racing Legends","Dec 10, 2012","$19.99","N/A (N/A)","21,361 ±3,733","06:49 (02:31)"
"230","Midnight Mysteries 3: Devil on the Mississippi","Mar 28, 2012","$9.99","N/A (N/A)","21,190 ±3,718","06:16 (05:31)"
"267","Midnight Mysteries: Salem Witch Trials","Mar 28, 2012","$9.99","N/A (N/A)","21,190 ±3,718","04:45 (04:49)"
"250","Revelations 2012","Apr 23, 2012","$2.49","N/A (N/A)","21,019 ±3,703","01:16 (00:51)"
"357","3DMark 11","Oct 2, 2012","$19.99","N/A (N/A)","19,993 ±3,612","02:14 (00:59)"
"172","Rigonauts","Aug 7, 2012","$9.99","N/A (60%)","18,797 ±3,502","02:50 (01:03)"
"320","Law & Order: Legacies","Jan 30, 2012","$19.99","N/A (N/A)","18,797 ±3,502","05:05 (03:38)"
"370","Mad Riders","May 30, 2012","$9.99","N/A (N/A)","18,456 ±3,470","01:53 (00:50)"
"330","Hegemony Gold: Wars of Ancient Greece","Mar 30, 2012","$14.99","N/A (N/A)","16,918 ±3,322","26:12 (05:31)"
"193","Tryst","Sep 14, 2012","$14.99","N/A (50%)","16,576 ±3,288","01:00 (00:41)"
"253","7 Wonders: Ancient Alien Makeover","Oct 24, 2012","$9.99","N/A (N/A)","15,892 ±3,220","14:46 (09:12)"
"184","Conflict Desert Storm","May 28, 2012","$6.99","N/A (56%)","15,209 ±3,150","03:45 (01:03)"
"83","Din's Curse","Aug 22, 2012","$9.99","N/A (76%)","14,696 ±3,096","08:08 (03:28)"
"264","Bumbledore","Mar 15, 2012","$4.99","N/A (N/A)","14,183 ±3,042","00:42 (00:27)"
"275","Scarygirl","Apr 9, 2012","$6.99","N/A (N/A)","13,842 ±3,005","00:58 (00:31)"
"150","Secret Files 3","Sep 13, 2012","$19.99","N/A (67%)","13,500 ±2,968","07:04 (07:09)"
"272","CameraBag 2","Oct 1, 2012","$29.99","N/A (N/A)","13,329 ±2,949","23:07 (01:00)"
"201","Deep Black : Reloaded","Apr 18, 2012","$29.99","N/A (39%)","13,158 ±2,930","04:30 (00:25)"
"233","3DMark Vantage","Oct 2, 2012","$9.99","N/A (N/A)","12,133 ±2,813","10:28 (01:38)"
"235","Great Big War Game","Aug 28, 2012","$6.99","N/A (N/A)","11,620 ±2,753","36:37 (01:53)"
"277","Colour Bind","Sep 24, 2012","$9.99","N/A (N/A)","10,937 ±2,671","02:19 (01:15)"
"124","MDK 2 HD","Jul 30, 2012","$14.99","N/A (73%)","10,253 ±2,586","02:11 (03:13)"
"353","ClaDun x2","Aug 14, 2012","$19.99","N/A (N/A)","10,082 ±2,565","09:43 (04:10)"
"142","Check vs. Mate","Aug 16, 2012","$19.99","N/A (69%)","9,740 ±2,521","02:49 (01:56)"
"340","Cabela's Dangerous Hunts 2013","Oct 22, 2012","$29.99","N/A (N/A)","9,570 ±2,499","03:01 (01:53)"
"348","aerofly FS","Oct 17, 2012","$39.99","N/A (N/A)","8,202 ±2,313","05:28 (02:45)"
"337","Cabela's Hunting Expeditions","Oct 22, 2012","$29.99","N/A (N/A)","8,032 ±2,289","12:21 (05:14)"
"202","Fray","Jun 19, 2012","Free","N/A (27%)","7,348 ±2,189","04:16 (00:39)"
"342","Space Ark","Mar 16, 2012","$4.99","N/A (N/A)","6,664 ±2,085","00:35 (00:43)"
"229","Rotastic","Oct 11, 2012","$9.99","N/A (N/A)","6,152 ±2,003","01:51 (00:48)"
"285","Nancy Drew: Tomb of the Lost Queen","May 16, 2012","$19.99","N/A (N/A)","4,272 ±1,669","14:10 (08:29)"
"268","Damage Inc","Aug 28, 2012","$39.99","N/A (N/A)","4,101 ±1,636","04:44 (02:44)"
"314","Silo 2","Dec 19, 2012","$79.99","N/A (N/A)","3,589 ±1,530","02:45 (03:06)"
"241","3d-coat","Oct 2, 2012","$99.99","N/A (N/A)","3,247 ±1,455","31:18 (25:13)"
"331","Nancy Drew: The Deadly Device","Oct 23, 2012","$19.99","N/A (N/A)","2,734 ±1,335","13:27 (14:01)"
"298","ACDSee 15","Dec 11, 2012","$49.99","N/A (N/A)","1,522 ±1,215","168:55 (394:02)"
"200","Clan of Champions","Oct 30, 2012","$39.99","N/A (42%)","1,015 ±992","00:26 (00:36)"
"282","Luxor Amun Rising HD","Sep 3, 2012","$9.99","N/A (N/A)","1,015 ±992","49:37 (74:14)"